Region/Country/Area,Land,Year,Series,Value,Footnotes,Source
120,Cameroon,2016,Forest cover (% of total land area),39.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),36.3100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
120,Cameroon,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),36.3100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
124,Canada,2005,Land area (thousand hectares),909351.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Arable land (thousand hectares),45266.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Permanent crops (thousand hectares),6873.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Forest cover (thousand hectares),347576.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Arable land (% of total land area),5.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Permanent crops (% of total land area),0.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Forest cover (% of total land area),38.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.1800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
124,Canada,2010,Land area (thousand hectares),909351.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Arable land (thousand hectares),43397.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Permanent crops (thousand hectares),5021.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Forest cover (thousand hectares),347302.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Arable land (% of total land area),4.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Permanent crops (% of total land area),0.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Forest cover (% of total land area),38.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),25.4300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
124,Canada,2016,Land area (thousand hectares),909351.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Arable land (thousand hectares),43766.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Permanent crops (thousand hectares),4644.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Forest cover (thousand hectares),347022.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Arable land (% of total land area),4.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Permanent crops (% of total land area),0.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Forest cover (% of total land area),38.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
124,Canada,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),25.6600,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
124,Canada,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),25.6600,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
136,Cayman Islands,2005,Land area (thousand hectares),24.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Arable land (thousand hectares),0.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Permanent crops (thousand hectares),1.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Forest cover (thousand hectares),13.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Arable land (% of total land area),0.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Permanent crops (% of total land area),2.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Forest cover (% of total land area),52.9000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),31.6400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
136,Cayman Islands,2010,Land area (thousand hectares),24.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Arable land (thousand hectares),0.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Permanent crops (thousand hectares),1.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Forest cover (thousand hectares),13.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Arable land (% of total land area),0.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Permanent crops (% of total land area),2.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Forest cover (% of total land area),52.9000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),31.6700,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
136,Cayman Islands,2016,Land area (thousand hectares),24.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Arable land (thousand hectares),0.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Permanent crops (thousand hectares),1.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Forest cover (thousand hectares),13.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Arable land (% of total land area),0.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Permanent crops (% of total land area),2.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Forest cover (% of total land area),52.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
136,Cayman Islands,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),32.5100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
136,Cayman Islands,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),32.5100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
140,Central African Republic,2005,Land area (thousand hectares),62298.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
140,Central African Republic,2005,Arable land (thousand hectares),1930.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
140,Central African Republic,2005,Permanent crops (thousand hectares),85.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
140,Central African Republic,2005,Forest cover (thousand hectares),22326.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
140,Central African Republic,2005,Arable land (% of total land area),3.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
