Region/Country/Area,Population employed in research and development (R&D),Year,Series,Value,Footnotes,Source
496,Mongolia,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),298.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Total (number in full-time equivalent),672.5700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Researchers - total (number in full-time equivalent),523.2700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Researchers - women (number in full-time equivalent),239.4500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Technicians - total (number in full-time equivalent),81.1200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Technicians - women (number in full-time equivalent),38.9500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),68.1800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),46.6100,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,R & D personnel: Total (number in full-time equivalent),28041.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,R & D personnel: Researchers - total (number in full-time equivalent),23280.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,R & D personnel: Researchers - women (number in full-time equivalent),7744.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,R & D personnel: Technicians - total (number in full-time equivalent),1697.0000,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),1747.0000,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Total (number in full-time equivalent),40543.4800,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Researchers - total (number in full-time equivalent),37709.4800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Researchers - women (number in full-time equivalent),12851.0000,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Technicians - total (number in full-time equivalent),1414.0000,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Technicians - women (number in full-time equivalent),217.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),1420.0000,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),341.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,R & D personnel: Total (number in full-time equivalent),2164.4100,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,R & D personnel: Researchers - total (number in full-time equivalent),912.3400,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,R & D personnel: Researchers - women (number in full-time equivalent),294.1500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,R & D personnel: Technicians - total (number in full-time equivalent),1092.8700,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),159.2000,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Total (number in full-time equivalent),2320.0400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Researchers - total (number in full-time equivalent),1161.8700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Researchers - women (number in full-time equivalent),335.9900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Technicians - total (number in full-time equivalent),723.1200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Technicians - women (number in full-time equivalent),216.9300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),435.0500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),143.5600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
104,Myanmar,2002,R & D personnel: Total (number in full-time equivalent),7418.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
104,Myanmar,2002,R & D personnel: Researchers - total (number in full-time equivalent),837.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
104,Myanmar,2002,R & D personnel: Technicians - total (number in full-time equivalent),6499.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
104,Myanmar,2002,R & D personnel: Other supporting staff - total (number in full-time equivalent),82.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Total (number in full-time equivalent),949.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Researchers - total (number in full-time equivalent),748.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Researchers - women (number in full-time equivalent),327.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Technicians - total (number in full-time equivalent),118.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),83.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),41.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Total (number in full-time equivalent),1132.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Researchers - total (number in full-time equivalent),749.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Researchers - women (number in full-time equivalent),290.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Technicians - total (number in full-time equivalent),255.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Technicians - women (number in full-time equivalent),95.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Other supporting staff - total (number in full-time equivalent),128.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
516,Namibia,2014,R & D personnel: Other supporting staff - women (number in full-time equivalent),79.0000,Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
520,Nauru,2003,R & D personnel: Total (number in full-time equivalent),77.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
520,Nauru,2003,R & D personnel: Researchers - total (number in full-time equivalent),19.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
520,Nauru,2003,R & D personnel: Researchers - women (number in full-time equivalent),3.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
520,Nauru,2003,R & D personnel: Technicians - total (number in full-time equivalent),18.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
520,Nauru,2003,R & D personnel: Other supporting staff - total (number in full-time equivalent),36.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2002,R & D personnel: Total (number in full-time equivalent),13500.0000,Estimate.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2002,R & D personnel: Researchers - total (number in full-time equivalent),3000.0000,Estimate.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2002,R & D personnel: Researchers - women (number in full-time equivalent),450.0000,Estimate.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2002,R & D personnel: Technicians - total (number in full-time equivalent),6000.0000,Estimate.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2002,R & D personnel: Other supporting staff - total (number in full-time equivalent),4500.0000,Estimate.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2010,R & D personnel: Total (number in full-time equivalent),41911.0000,Break in the time series.;Head count instead of Full-time equivalent.;Partial data.;Including other classes.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2010,R & D personnel: Researchers - total (number in full-time equivalent),5123.0000,Break in the time series.;Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2010,R & D personnel: Researchers - women (number in full-time equivalent),399.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2010,R & D personnel: Technicians - total (number in full-time equivalent),12053.0000,Break in the time series.;Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
524,Nepal,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),21167.0000,Break in the time series.;Head count instead of Full-time equivalent.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2005,R & D personnel: Total (number in full-time equivalent),93599.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2005,R & D personnel: Researchers - total (number in full-time equivalent),47854.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2005,R & D personnel: Technicians - total (number in full-time equivalent),23265.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),22480.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2010,R & D personnel: Total (number in full-time equivalent),100544.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2010,R & D personnel: Researchers - total (number in full-time equivalent),53703.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2010,R & D personnel: Technicians - total (number in full-time equivalent),22128.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),24714.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Total (number in full-time equivalent),117435.5190,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Researchers - total (number in full-time equivalent),61334.8640,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Researchers - women (number in full-time equivalent),15629.3810,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Technicians - total (number in full-time equivalent),34107.2120,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Technicians - women (number in full-time equivalent),7340.3960,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Other supporting staff - total (number in full-time equivalent),21993.4420,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2011,R & D personnel: Other supporting staff - women (number in full-time equivalent),8722.5130,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2015,R & D personnel: Total (number in full-time equivalent),129060.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2015,R & D personnel: Researchers - total (number in full-time equivalent),79155.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2015,R & D personnel: Researchers - women (number in full-time equivalent),21118.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2016,R & D personnel: Total (number in full-time equivalent),133214.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
528,Netherlands,2016,R & D personnel: Researchers - total (number in full-time equivalent),82264.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2005,R & D personnel: Total (number in full-time equivalent),18929.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2005,R & D personnel: Researchers - total (number in full-time equivalent),12986.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2005,R & D personnel: Technicians - total (number in full-time equivalent),3200.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),2800.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2009,R & D personnel: Total (number in full-time equivalent),23200.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2009,R & D personnel: Researchers - total (number in full-time equivalent),16100.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2009,R & D personnel: Technicians - total (number in full-time equivalent),4100.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2009,R & D personnel: Other supporting staff - total (number in full-time equivalent),2900.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2015,R & D personnel: Total (number in full-time equivalent),26400.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2015,R & D personnel: Researchers - total (number in full-time equivalent),18700.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2015,R & D personnel: Technicians - total (number in full-time equivalent),4700.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
554,New Zealand,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),2600.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2002,R & D personnel: Total (number in full-time equivalent),456.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2002,R & D personnel: Researchers - total (number in full-time equivalent),256.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2002,R & D personnel: Researchers - women (number in full-time equivalent),96.0000,Head count instead of Full-time equivalent.;Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2002,R & D personnel: Other supporting staff - total (number in full-time equivalent),200.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2004,R & D personnel: Total (number in full-time equivalent),371.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2004,R & D personnel: Researchers - total (number in full-time equivalent),326.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2004,R & D personnel: Technicians - total (number in full-time equivalent),45.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2004,R & D personnel: Technicians - women (number in full-time equivalent),15.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2012,R & D personnel: Total (number in full-time equivalent),1225.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2012,R & D personnel: Researchers - total (number in full-time equivalent),874.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2012,R & D personnel: Technicians - total (number in full-time equivalent),231.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
558,Nicaragua,2012,R & D personnel: Other supporting staff - total (number in full-time equivalent),120.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
562,Niger,2005,R & D personnel: Total (number in full-time equivalent),595.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
562,Niger,2005,R & D personnel: Researchers - total (number in full-time equivalent),101.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
562,Niger,2005,R & D personnel: Technicians - total (number in full-time equivalent),137.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
562,Niger,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),357.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2005,R & D personnel: Total (number in full-time equivalent),66574.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2005,R & D personnel: Researchers - total (number in full-time equivalent),28533.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2005,R & D personnel: Researchers - women (number in full-time equivalent),4839.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2005,R & D personnel: Technicians - total (number in full-time equivalent),10854.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),27187.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Total (number in full-time equivalent),32802.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
