Region/Country/Area,Population employed in research and development (R&D),Year,Series,Value,Footnotes,Source
780,Trinidad and Tobago,2010,R & D personnel: Total (number in full-time equivalent),1351.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2010,R & D personnel: Researchers - total (number in full-time equivalent),951.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2010,R & D personnel: Researchers - women (number in full-time equivalent),462.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2010,R & D personnel: Technicians - total (number in full-time equivalent),400.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2010,R & D personnel: Technicians - women (number in full-time equivalent),152.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Total (number in full-time equivalent),2532.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Researchers - total (number in full-time equivalent),1277.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Researchers - women (number in full-time equivalent),685.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Technicians - total (number in full-time equivalent),673.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Technicians - women (number in full-time equivalent),229.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),582.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),276.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Total (number in full-time equivalent),15589.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Researchers - total (number in full-time equivalent),14727.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Researchers - women (number in full-time equivalent),7654.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Technicians - total (number in full-time equivalent),499.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Technicians - women (number in full-time equivalent),197.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),363.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),228.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Total (number in full-time equivalent),23590.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Researchers - total (number in full-time equivalent),22407.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Researchers - women (number in full-time equivalent),13384.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Technicians - total (number in full-time equivalent),717.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Technicians - women (number in full-time equivalent),300.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),466.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),284.0000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Total (number in full-time equivalent),49251.4350,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Researchers - total (number in full-time equivalent),39138.9820,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Researchers - women (number in full-time equivalent),13381.4270,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Technicians - total (number in full-time equivalent),4752.8560,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Technicians - women (number in full-time equivalent),988.3060,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),5359.5970,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,R & D personnel: Other supporting staff - women (number in full-time equivalent),977.6320,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Total (number in full-time equivalent),81791.5420,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Researchers - total (number in full-time equivalent),64340.9640,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Researchers - women (number in full-time equivalent),21056.3330,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Technicians - total (number in full-time equivalent),10351.7920,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Technicians - women (number in full-time equivalent),1740.9650,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),7098.7870,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),1550.6180,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Total (number in full-time equivalent),122288.3960,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Researchers - total (number in full-time equivalent),95160.7630,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Researchers - women (number in full-time equivalent),31384.7900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Technicians - total (number in full-time equivalent),17317.9230,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Technicians - women (number in full-time equivalent),3377.6010,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),9809.7110,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),2747.8100,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,R & D personnel: Total (number in full-time equivalent),1686.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,R & D personnel: Researchers - total (number in full-time equivalent),776.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,R & D personnel: Researchers - women (number in full-time equivalent),291.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,R & D personnel: Technicians - total (number in full-time equivalent),472.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),438.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Total (number in full-time equivalent),4270.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Researchers - total (number in full-time equivalent),2823.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Researchers - women (number in full-time equivalent),687.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Technicians - total (number in full-time equivalent),922.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Technicians - women (number in full-time equivalent),254.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),525.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),155.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Total (number in full-time equivalent),2881.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Researchers - total (number in full-time equivalent),1942.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Researchers - women (number in full-time equivalent),578.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Technicians - total (number in full-time equivalent),599.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Technicians - women (number in full-time equivalent),205.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Other supporting staff - total (number in full-time equivalent),340.0000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,R & D personnel: Other supporting staff - women (number in full-time equivalent),135.0000,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2007,R & D personnel: Total (number in full-time equivalent),132926.1000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2007,R & D personnel: Researchers - total (number in full-time equivalent),67492.5000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2007,R & D personnel: Researchers - women (number in full-time equivalent),29620.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2007,R & D personnel: Technicians - total (number in full-time equivalent),15045.0000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2007,R & D personnel: Other supporting staff - total (number in full-time equivalent),25159.8000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,R & D personnel: Total (number in full-time equivalent),116320.8000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,R & D personnel: Researchers - total (number in full-time equivalent),60811.5000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,R & D personnel: Technicians - total (number in full-time equivalent),13052.8000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),21592.6000,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Total (number in full-time equivalent),71071.2000,"Break in the time series.;Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Researchers - total (number in full-time equivalent),44177.0000,"Break in the time series.;Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Researchers - women (number in full-time equivalent),19386.2000,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Technicians - total (number in full-time equivalent),7585.9000,"Break in the time series.;Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Technicians - women (number in full-time equivalent),4204.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),19308.3000,"Break in the time series.;Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),8840.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2011,R & D personnel: Total (number in full-time equivalent),11400.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2016,R & D personnel: Researchers - total (number in full-time equivalent),22308.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2005,R & D personnel: Total (number in full-time equivalent),324916.5000,Estimate.;Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2005,R & D personnel: Researchers - total (number in full-time equivalent),248599.3000,Estimate.;Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2005,R & D personnel: Technicians - total (number in full-time equivalent),41493.5000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),34823.7000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2010,R & D personnel: Total (number in full-time equivalent),350766.3630,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2010,R & D personnel: Researchers - total (number in full-time equivalent),256584.9570,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2010,R & D personnel: Technicians - total (number in full-time equivalent),59290.1270,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),34891.2790,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2015,R & D personnel: Total (number in full-time equivalent),413860.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2015,R & D personnel: Researchers - total (number in full-time equivalent),284483.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2015,R & D personnel: Technicians - total (number in full-time equivalent),88910.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),40468.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2016,R & D personnel: Total (number in full-time equivalent),419898.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2016,R & D personnel: Researchers - total (number in full-time equivalent),291416.0000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Total (number in full-time equivalent),2928.6000,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Researchers - total (number in full-time equivalent),1599.6000,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Researchers - women (number in full-time equivalent),393.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Technicians - total (number in full-time equivalent),472.2000,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Technicians - women (number in full-time equivalent),112.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),856.8000,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),310.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Total (number in full-time equivalent),1966.5900,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Researchers - total (number in full-time equivalent),928.5500,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Researchers - women (number in full-time equivalent),227.6500,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Technicians - total (number in full-time equivalent),300.6600,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Technicians - women (number in full-time equivalent),62.0500,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Other supporting staff - total (number in full-time equivalent),737.3800,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
834,United Rep. of Tanzania,2013,R & D personnel: Other supporting staff - women (number in full-time equivalent),276.7000,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
840,United States of America,2005,R & D personnel: Researchers - total (number in full-time equivalent),1101104.9260,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
840,United States of America,2010,R & D personnel: Researchers - total (number in full-time equivalent),1198776.5510,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
840,United States of America,2015,R & D personnel: Researchers - total (number in full-time equivalent),1379977.1620,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2000,R & D personnel: Total (number in full-time equivalent),33.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
